养老金产品时序图,,,,,
日期,国泰金色年华固定收益型养老金产品,国泰金色年华混合型养老金产品,国泰金色年华信托型养老金产品2期,国泰金色年华信托型养老金产品1期,国泰金色年华货币型养老金产品
2023/3/8,0.0956349544933771,0.0437639772646976,0.00915674667547468,0.00880526589844932,0.00718565173066672
2023/3/9,0.0955349314965041,0.0437819077333418,0.00914629222572231,0.00879519272684562,0.00717737131231312
2023/3/10,0.0957898328617504,0.0439397115568691,0.00916925083440881,0.00881724996004006,0.00719533568728588
2023/3/11,0.0957835733937548,0.0439368402790935,0.00916865166192435,0.00881667378935174,0.00719486550196342
2023/3/12,0.0957773142897025,0.0439339691682622,0.00916805252427749,0.00881609765216362,0.00719439534397888
2023/3/13,0.0956649684105696,0.0437676149995011,0.00915836573833997,0.00880597806418352,0.00718609328937356
2023/3/14,0.0957847233950167,0.0439040231579112,0.00916970564044708,0.00881680172994016,0.0071941032378943
2023/3/15,0.0957781957402769,0.0438066185505978,0.00916820195031243,0.00881533594454419,0.00719284847897
2023/3/16,0.0959409030865201,0.0439076712745483,0.00918233108229792,0.00882966747988474,0.00720386297657424
2023/3/17,0.0959160919067781,0.0437580783845044,0.00918159134744292,0.00882815004941048,0.00720257399308197
2023/3/18,0.0959098920372805,0.0437552499292363,0.0091809978634195,0.00882757941129206,0.00720210842971386
2023/3/19,0.095903693019605,0.0437524218625797,0.00918040446093697,0.00882700885157564,0.00720164293031115
2023/3/20,0.0959484272415574,0.0438284701400139,0.00918267545967429,0.00882917244588769,0.00720335210892703
2023/3/21,0.0958735857488548,0.043694865097328,0.00917482426788059,0.00882154367169211,0.00719634735976732
2023/3/22,0.0918993999509541,0.0419725366262703,0.00879390576235584,0.0084545211648471,0.00689689947652078
2023/3/23,0.0917779653999198,0.0419619730212711,0.00878036471697837,0.00844148369227693,0.00688620342386622
2023/3/24,0.0917926705725821,0.0420352563751174,0.00878093185637122,0.0084427419141731,0.0068865448700134
2023/3/25,0.0917868519025307,0.0420325917910515,0.00878037523954225,0.00844220673495648,0.00688610833698584
2023/3/26,0.0917810340172541,0.0420299275663631,0.00877981869778524,0.00844167162792049,0.0068856718628343
2023/3/27,0.0919034021750978,0.0420475573768037,0.00879254773790749,0.00845313939335694,0.00689494862826845
2023/3/28,0.0920325219101877,0.0420771346843542,0.00880532491530048,0.0084653471345334,0.0069040649447869
2023/3/29,0.0920026065040058,0.0420470847060261,0.00880270400004513,0.00846280837388613,0.00690197928198512
2023/3/30,0.0920008189659527,0.0420824488739973,0.00880223293960949,0.00846233646662936,0.0069016302601709
2023/3/31,0.0897935689852694,0.0410412025605594,0.00859046753565821,0.00825799572315157,0.00673502647691004
